"","AvgSalary","City","Company","Designation","lat","lng","Max.Salary","Min.Salary","Source","State","Title"
"246",64,"Evansville","OneMain Financial","Data Analyst",37.9882,-87.5339,80,48,"Glassdoor","IN",""
"247",NA,"San Francisco","Harvest","Data Analyst",37.7561,-122.4429,NA,NA,"Glassdoor","CA",""
"248",NA,"Saint Louis","Robert Half","Data Analyst",38.6358,-90.2451,NA,NA,"Glassdoor","MO",""
"249",72,"Los Angeles","City National Bank","Data Analyst",34.114,-118.4068,91,53,"Glassdoor","CA",""
"250",NA,"United States","Esurance","Data Analyst",NA,NA,NA,NA,"Glassdoor","United States",""
"251",83.5,"San Francisco","First Republic Bank","Data Analyst",37.7561,-122.4429,95,72,"Glassdoor","CA",""
"252",NA,"Norfolk","Whitney, Bradley and Brown","Data Analyst",36.8945,-76.259,NA,NA,"Glassdoor","VA",""
"253",NA,"Fort Meade","ManTech","Data Analyst",NA,NA,NA,NA,"Glassdoor","MD",""
"254",74.5,"Albuquerque","Presbyterian Healthcare Services","Data Analyst",35.1055,-106.6476,98,51,"Glassdoor","NM",""
"255",78.5,"San Francisco","Everlane","Data Analyst",37.7561,-122.4429,91,66,"Glassdoor","CA",""
"256",59,"New York","RAPP","Data Analyst",40.6943,-73.9249,68,50,"Glassdoor","NY",""
"257",NA,"Abilene","Petrosmith","Data Analyst",32.4543,-99.7384,NA,NA,"Glassdoor","TX",""
"258",65,"Naples","ASG Technologies","Data Analyst",26.1504,-81.7936,81,49,"Glassdoor","FL",""
"259",92.5,"Oklahoma City","OGE Energy Corp.","Data Analyst",35.4677,-97.5138,108,77,"Glassdoor","OK",""
"260",NA,"Dover","Wentworth-Douglass Hospital","Data Analyst",43.1887,-70.8845,NA,NA,"Glassdoor","NH",""
"261",NA,"Rockville","HZ","Data Analyst",39.0834,-77.1553,NA,NA,"Glassdoor","MD",""
"262",73.5,"Auburn Hills","Comerica Bank","Data Analyst",42.6734,-83.2447,92,55,"Glassdoor","MI",""
"263",57.5,"Glendale","NBCUniversal","Data Analyst",34.1818,-118.2468,66,49,"Glassdoor","CA",""
"264",78.5,"Purchase","Quorum Federal Credit Union","Data Analyst",41.0409,-73.7146,90,67,"Glassdoor","NY",""
"265",NA,"Knoxville","StaffSource","Data Analyst",35.969,-83.9498,NA,NA,"Glassdoor","TN",""
"266",77,"Mauldin","Ob Hospitalist Group","Data Analyst",34.7864,-82.2997,91,63,"Glassdoor","SC",""
"267",43,"Richardson","DSI Systems","Data Analyst",32.9717,-96.7092,50,36,"Glassdoor","TX",""
"268",93.5,"Philadelphia","Hero Digital","Data Analyst",40.0076,-75.134,107,80,"Glassdoor","PA",""
"269",NA,"Wyncote","GLOBO","Data Analyst",40.0914,-75.1463,NA,NA,"Glassdoor","PA",""
"270",NA,"Kansas City","Genesis10","Data Analyst",39.1239,-94.5541,NA,NA,"Glassdoor","MO",""
"271",NA,"Franklin","Mercy Community Healthcare, Franklin Tennessee","Data Analyst",35.9215,-86.8522,NA,NA,"Glassdoor","TN",""
"272",49.5,"Austin","Ace Technologies","Data Analyst",30.3038,-97.7545,57,42,"Glassdoor","TX",""
"273",66.5,"Dallas","PRGX Global, Inc","Data Analyst",32.7938,-96.7659,77,56,"Glassdoor","TX",""
"274",129.5,"Mill Valley","Glassdoor","Data Analyst",37.9085,-122.5421,148,111,"Glassdoor","CA",""
"275",57,"Woodmere","MarshBerry","Data Analyst",41.46,-81.4798,66,48,"Glassdoor","OH",""
"276",74,"Baltimore","nTech Solutions","Data Analyst",39.3051,-76.6144,87,61,"Glassdoor","MD",""
"277",79.5,"Washington","Dynamic Pro Inc","Data Analyst",38.9047,-77.0163,91,68,"Glassdoor","DC",""
"278",NA,"Boulder","J2T","Data Analyst",40.0274,-105.2514,NA,NA,"Glassdoor","CO",""
"279",NA,"New York","Cityblock Health","Data Analyst",40.6943,-73.9249,NA,NA,"Glassdoor","NY",""
"280",76.5,"Union","Affiliated Monitoring","Data Analyst",NA,NA,88,65,"Glassdoor","NJ",""
"281",NA,"Washington","TeamGOV, INC.","Data Analyst",38.9047,-77.0163,NA,NA,"Glassdoor","DC",""
"282",63.5,"Florham Park","AppleOne","Data Analyst",40.7772,-74.3953,74,53,"Glassdoor","NJ",""
"283",95,"Needham","TripAdvisor","Data Analyst",42.2814,-71.241,108,82,"Glassdoor","MA",""
"284",NA,"Plymouth","Sargento","Data Analyst",43.7453,-87.9654,NA,NA,"Glassdoor","WI",""
"285",NA,"Albuquerque","Presbyterian Healthcare Services","Data Analyst",35.1055,-106.6476,NA,NA,"Glassdoor","NM",""
"286",65,"Brea","New Century Health","Data Analyst",33.9255,-117.8654,83,47,"Glassdoor","CA",""
"287",NA,"San Francisco","Plaid","Data Scientist",37.7561,-122.4429,NA,NA,"Glassdoor","CA",""
"288",159.5,"Menlo Park","Robinhood","Data Scientist",37.4689,-122.1662,185,134,"Glassdoor","CA",""
"289",76.5,"Kansas City","Spring Venture Group","Data Scientist",39.1239,-94.5541,92,61,"Glassdoor","MO",""
"290",121,"Morrisville","Conduent","Data Scientist",35.8359,-78.8349,145,97,"Glassdoor","NC",""
"291",86.5,"Atlanta","Norfolk Southern Corp.","Data Scientist",33.7627,-84.4231,105,68,"Glassdoor","GA",""
"292",102,"Toledo","Welltower","Data Scientist",41.6639,-83.582,123,81,"Glassdoor","OH",""
"293",149,"Seattle","Seattle Children's Hospital","Data Scientist",47.6217,-122.3238,172,126,"Glassdoor","WA",""
"294",100,"US Air Force","Torch Technologies","Data Scientist",NA,NA,121,79,"Glassdoor","CO",""
"295",115,"Pembroke Pines","Nokia","Data Scientist",26.0127,-80.3384,134,96,"Glassdoor","FL",""
"296",130,"McLean","MITRE","Data Scientist",38.9436,-77.1943,156,104,"Glassdoor","VA",""
"297",95.5,"Morton","Caterpillar","Data Scientist",40.6137,-89.4668,113,78,"Glassdoor","IL",""
"298",157.5,"Boston","Pluralsight","Data Scientist",42.3189,-71.0838,183,132,"Glassdoor","MA",""
"299",116.5,"Springfield","Novetta","Data Scientist",38.7809,-77.1839,140,93,"Glassdoor","VA",""
"300",142,"New York","Amazon","Data Scientist",40.6943,-73.9249,167,117,"Glassdoor","NY",""
"301",91.5,"Chicago","Press Ganey","Data Scientist",41.8373,-87.6861,110,73,"Glassdoor","IL",""
"302",115.5,"Anaheim","Reborn Cabinets Inc.","Data Scientist",33.839,-117.8572,142,89,"Glassdoor","CA",""
"303",140,"New York","Intent Media","Data Scientist",40.6943,-73.9249,160,120,"Glassdoor","NY",""
"304",NA,"Chicago","Precima","Data Scientist",41.8373,-87.6861,NA,NA,"Glassdoor","IL",""
"305",130,"Waltham","ACI Worldwide","Data Scientist",42.3889,-71.2423,152,108,"Glassdoor","MA",""
"306",NA,"Boston","Smith Hanley Associates","Data Scientist",42.3189,-71.0838,NA,NA,"Glassdoor","MA",""
"307",132,"New York","Farfetch","Data Scientist",40.6943,-73.9249,154,110,"Glassdoor","NY",""
"308",156.5,"San Francisco","TrueAccord","Data Scientist",37.7561,-122.4429,182,131,"Glassdoor","CA",""
"309",NA,"Scotts Valley","Central California Alliance for Health","Data Scientist",37.0555,-122.0118,NA,NA,"Glassdoor","CA",""
"310",154,"Morrisville","Conduent","Data Scientist",35.8359,-78.8349,181,127,"Glassdoor","NC",""
"311",147,"Johnston","FM Global","Data Scientist",NA,NA,172,122,"Glassdoor","RI",""
"312",NA,"Chantilly","Phoenix Operations Group","Data Scientist",38.8868,-77.4453,NA,NA,"Glassdoor","VA",""
"313",NA,"San Francisco","Ancestry","Data Scientist",37.7561,-122.4429,NA,NA,"Glassdoor","CA",""
"314",180,"Boston","Nanigans","Data Scientist",42.3189,-71.0838,209,151,"Glassdoor","MA",""
"315",149.5,"Bellevue","Puget Sound Energy","Data Scientist",47.5953,-122.155,173,126,"Glassdoor","WA",""
"316",NA,"Atlanta","AnswerRocket","Data Scientist",33.7627,-84.4231,NA,NA,"Glassdoor","GA",""
"317",NA,"New York","Liberty Lending","Data Scientist",40.6943,-73.9249,NA,NA,"Glassdoor","NY",""
"318",NA,"San Francisco","Plaid","Data Scientist",37.7561,-122.4429,NA,NA,"Glassdoor","CA",""
"319",159.5,"Menlo Park","Robinhood","Data Scientist",37.4689,-122.1662,185,134,"Glassdoor","CA",""
"320",NA,"Cleveland","AmerisourceBergen","Data Scientist",33.7431,-90.729,NA,NA,"Glassdoor","MS",""
"321",NA,"Asheville","GPM, Corp","Data Scientist",35.5703,-82.5536,NA,NA,"Glassdoor","NC",""
"322",131,"Burlington","Seventh Generation","Data Scientist",44.4877,-73.2314,153,109,"Glassdoor","VT",""
"323",70,"La Vista","Streck","Data Scientist",41.1816,-96.0665,79,61,"Glassdoor","NE",""
"324",117,"Denver","Travelport","Data Scientist",39.7621,-104.8759,139,95,"Glassdoor","CO",""
"325",121.5,"Reston","Clarabridge","Data Scientist",38.9497,-77.346,142,101,"Glassdoor","VA",""
"326",111.5,"San Francisco","Zynga","Data Scientist",37.7561,-122.4429,127,96,"Glassdoor","CA",""
"327",137,"Cambridge","Amazon","Data Scientist",42.3758,-71.1184,161,113,"Glassdoor","MA",""
"328",143.5,"San Mateo","Fanatics","Data Scientist",37.5522,-122.3122,167,120,"Glassdoor","CA",""
"329",125.5,"Morrisville","Valassis Digital","Data Scientist",35.8359,-78.8349,150,101,"Glassdoor","NC",""
"330",NA,"United States","BlueGranite","Data Scientist",NA,NA,NA,NA,"Glassdoor","United States",""
"331",113,"Tampa","ReliaQuest","Data Scientist",27.9937,-82.4454,139,87,"Glassdoor","FL",""
"332",NA,"Laurel","Johns Hopkins Applied Physics Laboratory (APL)","Data Scientist",39.0955,-76.8629,NA,NA,"Glassdoor","MD",""
"333",NA,"United States","Mutual of Omaha","Data Scientist",NA,NA,NA,NA,"Glassdoor","United States",""
"334",174,"San Francisco","Stripe","Data Scientist",37.7561,-122.4429,202,146,"Glassdoor","CA",""
"335",128,"New York","Transfix","Data Scientist",40.6943,-73.9249,153,103,"Glassdoor","NY",""
"336",121,"Charlotte","CGI Group, Inc.","Data Scientist",35.208,-80.8308,145,97,"Glassdoor","NC",""
"337",143.5,"Cambridge","Kensho","Data Scientist",42.3758,-71.1184,169,118,"Glassdoor","MA",""
"338",88.5,"Houston","N.F Smith & Associates","Data Scientist",29.7871,-95.3936,104,73,"Glassdoor","TX",""
"339",124,"Los Angeles","L.A. Care Health Plan","Data Scientist",34.114,-118.4068,146,102,"Glassdoor","CA",""
"340",111.5,"Shelton","Pitney Bowes","Data Scientist",41.306,-73.1383,131,92,"Glassdoor","CT",""
"341",134,"Seattle","Tableau Software","Data Scientist",47.6217,-122.3238,156,112,"Glassdoor","WA",""
"342",107,"Eden Prairie","Spok","Data Scientist",44.8487,-93.4595,125,89,"Glassdoor","MN",""
"343",134.5,"Chicago","Spectrum Communications and Consulting","Data Scientist",41.8373,-87.6861,164,105,"Glassdoor","IL",""
"344",128.5,"Woburn","Systems & Technology Research","Data Scientist",42.4868,-71.1543,154,103,"Glassdoor","MA",""
"345",119,"Morrisville","Conduent","Data Scientist",35.8359,-78.8349,143,95,"Glassdoor","NC",""
"346",NA,"New York","NYC Data Science Academy","Data Scientist",40.6943,-73.9249,NA,NA,"Glassdoor","NY",""
"347",138.5,"Port Washington","NPD","Data Scientist",40.8268,-73.6764,166,111,"Glassdoor","NY",""
"348",NA,"San Francisco","Computools","Data Scientist",37.7561,-122.4429,NA,NA,"Glassdoor","CA",""
"349",95.5,"Morton","Caterpillar","Data Scientist",40.6137,-89.4668,113,78,"Glassdoor","IL",""
"350",134,"Seattle","Tableau Software","Data Scientist",47.6217,-122.3238,156,112,"Glassdoor","WA",""
"351",77,"Birmingham","Protective Life","Data Scientist",33.5276,-86.7986,91,63,"Glassdoor","AL",""
"352",158,"San Francisco","Slack","Data Scientist",37.7561,-122.4429,184,132,"Glassdoor","CA",""
"353",117,"Agoura Hills","PennyMac","Data Scientist",34.151,-118.7608,124,110,"Glassdoor","CA",""
"354",NA,"United States","Mutual of Omaha","Data Scientist",NA,NA,NA,NA,"Glassdoor","United States",""
"355",104.5,"Malvern","Vanguard","Data Scientist",40.0329,-75.5146,127,82,"Glassdoor","PA",""
"356",123,"Loma Linda","Loma Linda University Medical Center","Data Scientist",34.0448,-117.2504,144,102,"Glassdoor","CA",""
"357",151.5,"New York","Jackson Lewis","Data Scientist",40.6943,-73.9249,183,120,"Glassdoor","NY",""
"358",NA,"Cambridge","Hopper","Data Scientist",42.3758,-71.1184,NA,NA,"Glassdoor","MA",""
"359",151.5,"Herndon","Radiant Solutions","Data Scientist",38.9699,-77.3867,182,121,"Glassdoor","VA",""
"360",155,"New York","Rent the Runway","Data Scientist",40.6943,-73.9249,188,122,"Glassdoor","NY",""
"361",133,"Addison","Elevate Credit","Data Scientist",32.9587,-96.8356,157,109,"Glassdoor","TX",""
"362",196.5,"San Bruno","Walmart eCommerce","Data Scientist",37.6254,-122.4313,226,167,"Glassdoor","CA",""
"363",215,"Malvern","Vanguard","Data Scientist",40.0329,-75.5146,250,180,"Glassdoor","PA",""
"364",NA,"Columbia","C2G Partners","Data Scientist",39.2004,-76.859,NA,NA,"Glassdoor","MD",""
"365",NA,"Pawtucket","Encore Fire Protection","Data Scientist",41.8743,-71.3744,NA,NA,"Glassdoor","RI",""
"366",194.5,"Sunnyvale","Walmart eCommerce","Data Scientist",37.3846,-122.0261,225,164,"Glassdoor","CA",""
"367",122,"Houston","Chase","Data Scientist",29.7871,-95.3936,146,98,"Glassdoor","TX",""
"368",106,"Albuquerque","Intel","Data Scientist",35.1055,-106.6476,124,88,"Glassdoor","NM",""
"369",125.5,"San Francisco","Periscope","Data Scientist",37.7561,-122.4429,147,104,"Glassdoor","CA",""
"370",213,"San Bruno","Walmart eCommerce","Data Scientist",37.6254,-122.4313,245,181,"Glassdoor","CA",""
"371",135,"Alpharetta","Verizon","Data Scientist",34.0704,-84.2739,157,113,"Glassdoor","GA",""
"372",NA,"Austin","Asuragen","Data Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","senior scientist, data science architect"
"373",NA,"Austin","Asuragen","Data Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","senior scientist, research"
"374",NA,"Austin","Cognitive Scale","Data Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","machine learning research scientist"
"375",NA,"Austin","Arm","Data Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","hpc analytics research scientist"
"376",NA,"Austin","B3 Group Inc","Data Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","sr. data scientist/modeling & simulation engineer expert"
"377",NA,"Austin","ICF","Research Analyst/Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","research associate ii"
"378",NA,"Austin","Dremio","Data Developer",30.3038,-97.7545,NA,NA,"Indeed","TX","sales development representative"
"379",NA,"Austin","SparkCognition","Data Director",30.3038,-97.7545,NA,NA,"Indeed","TX","director of data science"
"380",NA,"Austin","Abbott Laboratories","Data Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","clinical research scientist"
"381",NA,"Austin","Wunderman","Data Manager",30.3038,-97.7545,NA,NA,"Indeed","TX","associate account manager"
"382",NA,"Austin","Natera","Other",30.3038,-97.7545,NA,NA,"Indeed","TX","supervisor, revenue cycle management"
"383",NA,"Austin","University of Texas at Austin","Data Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","engineering scientist - digital signal processing scientist"
"384",NA,"Austin","Natera","Other",30.3038,-97.7545,NA,NA,"Indeed","TX","billing system (xifin) support coordinator"
"385",NA,"Austin","T3","Data Analyst",30.3038,-97.7545,NA,NA,"Indeed","TX","senior data warehouse analyst"
"386",NA,"Austin","University of Texas at Austin","Data Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","research engineering/ scientist associate iii - texnet operations associate"
"387",NA,"Austin","Inzone","Data Developer",30.3038,-97.7545,NA,NA,"Indeed","TX","machine learning developer â reinforcement learning | inzone.ai"
"388",NA,"Austin","HDR","Data Technician",30.3038,-97.7545,NA,NA,"Indeed","TX","real estate services tech 1"
"389",NA,"Austin","University of Texas at Austin","Data Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","engineering scientist - r and d user interface software developer"
"390",NA,"Austin","Effective Spend","Other",30.3038,-97.7545,NA,NA,"Indeed","TX","ppc specialist"
"391",NA,"Austin","Cognitive Scale","Data Technician",30.3038,-97.7545,NA,NA,"Indeed","TX","technical writer"
"392",NA,"Austin","DELL","Data Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","software development principal engineer â data scientist"
"393",NA,"Austin","KNIME","Data Manager",30.3038,-97.7545,NA,NA,"Indeed","TX","technical account manager (austin, tx)"
"394",NA,"Austin","National Instruments","Other",30.3038,-97.7545,NA,NA,"Indeed","TX","sales operations leader"
"395",NA,"Austin","POWER Engineers, Inc.","Data Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","air quality staff engineer/scientist"
"396",NA,"Austin","Anaconda","Data Engineer",30.3038,-97.7545,NA,NA,"Indeed","TX","sales engineer"
"397",NA,"Austin","University of Texas at Austin","Data Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","engineering scientist associate - software defined radio receiver hardware developer"
"398",NA,"Austin","Novi Labs","Data Engineer",30.3038,-97.7545,NA,NA,"Indeed","TX","front end software engineer"
"399",NA,"Austin","IHS Markit","Data Analyst",30.3038,-97.7545,NA,NA,"Indeed","TX","senior research analyst"
"400",NA,"Austin","University of Texas at Austin","Data Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","engineering scientist - software defined radio receiver developer"
"401",NA,"Austin","PLAYSTUDIOS Inc","Data Analyst",30.3038,-97.7545,NA,NA,"Indeed","TX","senior business intelligence analyst"
"402",NA,"Austin","Amazon.com","Data Developer",30.3038,-97.7545,NA,NA,"Indeed","TX","software development engineer, homepage personalization team"
"403",NA,"Austin","General Assembly","Data Developer",30.3038,-97.7545,NA,NA,"Indeed","TX","junior web development instructor"
"404",NA,"Austin","B3 Group Inc","Data Analyst",30.3038,-97.7545,NA,NA,"Indeed","TX","sr. engineering analyst/sr. data engineer"
"405",NA,"Austin","ICF","Other",30.3038,-97.7545,NA,NA,"Indeed","TX","security specialist"
"406",NA,"Austin","University of Texas at Austin","Data Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","research engineering/ scientist associate iv - senior remote sensing scientist"
"407",NA,"Austin","University of Texas at Austin","Data Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","engineering scientist - senior systems engineering scientist"
"408",NA,"Austin","Dau International LLC","Data Engineer",30.3038,-97.7545,NA,NA,"Indeed","TX","big data pipeline software engineer - java/scala"
"409",NA,"Austin","University of Texas at Austin","Data Manager",30.3038,-97.7545,NA,NA,"Indeed","TX","research engineering/ scientist associate ii - lab manager"
"410",NA,"Austin","NVIDIA","Data Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","research scientist (computer architecture for machine learning)"
"411",NA,"Austin","Atkins","Data Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","scientist/ecologist"
"412",NA,"Austin","Cognitive Scale","Data Consultant",30.3038,-97.7545,NA,NA,"Indeed","TX","ai strategy consultant - digital commerce"
"413",NA,"Austin","fractalanalytics","Data Consultant",30.3038,-97.7545,NA,NA,"Indeed","TX","senior consultant, advanced analytics"
"414",NA,"Austin","Fractal Analytics","Data Consultant",30.3038,-97.7545,NA,NA,"Indeed","TX","senior consultant, advanced analytics"
"415",NA,"Austin","KLA-Tencor","Other",30.3038,-97.7545,NA,NA,"Indeed","TX","mgr, product marketing"
"416",NA,"Austin","APTIM","Other",30.3038,-97.7545,NA,NA,"Indeed","TX","environmental geologist"
"417",NA,"Austin","University of Texas at Austin","Data Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","research engineering/ scientist associate ii - research assistant, psychiatry"
"418",NA,"Austin","RecruiterDNA","Data Director",30.3038,-97.7545,NA,NA,"Indeed","TX","senior director of big data science & analytics"
"419",NA,"Austin","Wunderman","Data Developer",30.3038,-97.7545,NA,NA,"Indeed","TX","front-end developer â adtech"
"420",NA,"Austin","Pearson","Data Analyst",30.3038,-97.7545,NA,NA,"Indeed","TX","senior market research analyst"
"421",NA,"Austin","Cognitive Scale","Data Consultant",30.3038,-97.7545,NA,NA,"Indeed","TX","ai strategy consultant - financial services"
"422",NA,"Austin","IBM","Data Manager",30.3038,-97.7545,NA,NA,"Indeed","TX","email marketing manager"
"423",NA,"Austin","National instrument","Data Director",30.3038,-97.7545,NA,NA,"Indeed","TX","marketing operations director 5"
"424",NA,"Austin","University of Texas at Austin","Data Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","research engineering/ scientist assistant - research engineering scientist assistant"
"425",NA,"Austin","Sensoleak","Data Developer",30.3038,-97.7545,NA,NA,"Indeed","TX","data and analytics engineer, python developer"
"426",NA,"Austin","Centene Corporation","Data Director",30.3038,-97.7545,NA,NA,"Indeed","TX","senior director, data science"
"427",NA,"Austin","DELL","Data Developer",30.3038,-97.7545,NA,NA,"Indeed","TX","full stack developer"
"428",NA,"Austin","TRC","Data Technician",30.3038,-97.7545,NA,NA,"Indeed","TX","experienced stack testing technician"
"429",NA,"Austin","Valassis Digital","Data Director",30.3038,-97.7545,NA,NA,"Indeed","TX","director of product development"
"430",NA,"Austin","Advanced Micro Devices, Inc.","Data Engineer",30.3038,-97.7545,NA,NA,"Indeed","TX","sr. libraries engineer - machine learning"
"431",NA,"Austin","NOKIA","Other",30.3038,-97.7545,NA,NA,"Indeed","TX","doctools architect, nokia software"
"432",NA,"Austin","PAE","Data Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","lead biological scientist"
"433",NA,"Austin","BlackLocus","Data Engineer",30.3038,-97.7545,NA,NA,"Indeed","TX","software engineer iii"
"434",NA,"Austin","Advanced Micro Devices, Inc.","Data Engineer",30.3038,-97.7545,NA,NA,"Indeed","TX","machine learning principal performance engineer"
"435",NA,"Austin","NXP Semiconductors","Data Engineer",30.3038,-97.7545,NA,NA,"Indeed","TX","sr. spc (statistical process control) engineer"
"436",NA,"Austin","State Street","Data Scientist",30.3038,-97.7545,NA,NA,"Indeed","TX","cognitive research scientist (sme), cognitive computing"
"437",NA,"Austin","Natera","Data Manager",30.3038,-97.7545,NA,NA,"Indeed","TX","corporate compliance manager"
"438",NA,"Austin","R/GA","Data Developer",30.3038,-97.7545,NA,NA,"Indeed","TX","senior mobile developer (react native)"
