"","AvgSalary","City","Company","Designation","lat","lng","Max.Salary","Min.Salary","Source","State","Title"
"4080",NA,"Manhattan","DEPARTMENT OF TRANSPORTATION","Data Analyst",40.7834,-73.9662,NA,NA,"Indeed","NY","project delivery analyst"
"4081",NA,"New York","Townsquare Media","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","research analyst"
"4082",NA,"New York","DataCamp","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","instructor recruiter, data science"
"4083",NA,"New York","Feedvisor","Other",40.6943,-73.9249,NA,NA,"Indeed","NY","data marketing intern"
"4084",NA,"Montclair","Montclair State University","Data Scientist",NA,NA,NA,NA,"Indeed","NJ","research scientist (multiple postions)"
"4085",NA,"New York","Vera Institute of Justice","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","research analyst, csc"
"4086",NA,"New York","Hudson River Trading","Data Developer",40.6943,-73.9249,NA,NA,"Indeed","NY","data reporting developer (python) - accounting"
"4087",NA,"New York","Via","Other",40.6943,-73.9249,NA,NA,"Indeed","NY","associate - rider growth"
"4088",NA,"New York","McKinsey & Company","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data science translator - tmt sector"
"4089",NA,"New York","Smith Hanley Associates","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","decision scientist"
"4090",NA,"New York","Explore Group Inc","Data Developer",40.6943,-73.9249,NA,NA,"Indeed","NY","python developer (data platform)"
"4091",NA,"New York","BlueRock Therapeutics","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","scientist/sr. process sciences and discovery, (new york)"
"4092",NA,"New York","HBO","Data Director",40.6943,-73.9249,NA,NA,"Indeed","NY","hbo director, data science"
"4093",NA,"New York","NYU Langone Health","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","financial analyst"
"4094",NA,"New York","NYU Langone Health","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","fgp reimbursement analyst"
"4095",NA,"New York","ACLU","Other",40.6943,-73.9249,NA,NA,"Indeed","NY","fall 2018 undergraduate internship, analytics department, ny"
"4096",NA,"New York","Weill Cornell Medicine","Other",40.6943,-73.9249,NA,NA,"Indeed","NY","special events coordinator"
"4097",NA,"New York","Lorven Technologies","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data scientist."
"4098",NA,"New York","Grubhub","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","sr. data scientist - search relevance & ranking"
"4099",NA,"New York","Nexcelom Bioscience","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","field application scientist"
"4100",NA,"New York","Analytic Recruiting","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data scientist"
"4101",NA,"New York","GUTTMACHER","Research Analyst/Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","research assistant i"
"4102",NA,"New York","NYU Langone Health","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","associate research scientist (oncology)"
"4103",NA,"New York","PulsePoint","Data Engineer",40.6943,-73.9249,NA,NA,"Indeed","NY","machine learning engineer"
"4104",NA,"Brooklyn","Empyreal Realty","Other",40.6501,-73.9496,NA,NA,"Indeed","NY","rental masters needed"
"4105",NA,"New York","TekPartners, A P2P Company","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data scientist"
"4106",NA,"New York","Spotify","Other",40.6943,-73.9249,NA,NA,"Indeed","NY","analytics data specialist-revenue product insights"
"4107",NA,"New York","Simons Foundation","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","research analyst, cca"
"4108",NA,"New York","International AIDS Vaccine Initiative","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","science writer"
"4109",NA,"Manhattan","DEPARTMENT OF FINANCE","Data Analyst",40.7834,-73.9662,NA,NA,"Indeed","NY","senior assessment data analyst"
"4110",NA,"New York","New York University","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","assistant research scientist"
"4111",NA,"New York","NYU Langone Health","Data Assistant",40.6943,-73.9249,NA,NA,"Indeed","NY","family resource assistant"
"4112",NA,"Brooklyn","Motivate International Inc.","Other",40.6501,-73.9496,NA,NA,"Indeed","NY","data analysis lead"
"4113",NA,"New York","Vera Institute of Justice","Data Engineer",40.6943,-73.9249,NA,NA,"Indeed","NY","data engineer, in our backyards campaign"
"4114",NA,"New York","DEPT OF ENVIRONMENT PROTECTION","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","water quality analyst"
"4115",NA,"New York","Showtime","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","research analyst"
"4116",NA,"New York","BlueRock Therapeutics","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","research associate in vivo sciences (new york)"
"4117",NA,"Queens","DEPT OF HEALTH/MENTAL HYGIENE","Data Admin",40.7498,-73.7976,NA,NA,"Indeed","NY","data governance coordinator, bureau of hiv/aids prevention and control -administration"
"4118",NA,"Queens","DEPT OF HEALTH/MENTAL HYGIENE","Data Scientist",40.7498,-73.7976,NA,NA,"Indeed","NY","senior data scientist, bureau of primary care access and planning"
"4119",NA,"New York","The Hagan-Ricci Group, Inc.","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data scientist"
"4120",NA,"New York","Movable Ink","Other",40.6943,-73.9249,NA,NA,"Indeed","NY","data architect"
"4121",NA,"New York","The New School","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","research analyst"
"4122",NA,"New York","HOUSING PRESERVATION & DVLPMNT","Data Manager",40.6943,-73.9249,NA,NA,"Indeed","NY","data analysis manager"
"4123",NA,"New York","KOCH SUPPLY AND TRADING","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","quantitative analyst"
"4124",NA,"New York","Bloomberg","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","machine learning research scientist - pattern recognition"
"4125",NA,"New York","NYU Langone Health","Statistician",40.6943,-73.9249,NA,NA,"Indeed","NY","biostatistician"
"4126",NA,"New York","Hospital for Special Surgery","Data Engineer",40.6943,-73.9249,NA,NA,"Indeed","NY","data engineer"
"4127",NA,"New York","UNICEF","Data Consultant",40.6943,-73.9249,NA,NA,"Indeed","NY","consultancy: urban planning, psn section, drp - nyhq, requisition #514770"
"4128",NA,"New York","Oath Inc","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","research scientist"
"4129",NA,"New York","Candid Co.","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","senior data analyst"
"4130",NA,"Manhattan","New York City Transit","Data Analyst",40.7834,-73.9662,NA,NA,"Indeed","NY","subways operations analyst"
"4131",NA,"Manhattan","VISITING NURSE SERVICE OF NEW YORK","Data Analyst",40.7834,-73.9662,NA,NA,"Indeed","NY","statistical analyst, choice"
"4132",NA,"Queens","DEPT OF HEALTH/MENTAL HYGIENE","Data Analyst",40.7498,-73.7976,NA,NA,"Indeed","NY","data analyst, bureau of hiv/aids prevention and control/hiv/aids prevention"
"4133",NA,"New York","Ipsos North America","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","nlp scientist"
"4134",NA,"New York","New York University","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","assistant research scientist (pt)"
"4135",NA,"New York","NYU Langone Health","Data Assistant",40.6943,-73.9249,NA,NA,"Indeed","NY","project assistant i/ii"
"4136",NA,"New York","Westwood One","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","research analyst"
"4137",NA,"New York","Via","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","marketing data analyst"
"4138",NA,"New York","Cushman & Wakefield","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","analyst new york research"
"4139",NA,"New York","Goldman Sachs","Research Analyst/Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","hcm, organizational research â associate â new york"
"4140",NA,"New York","NYU Langone Health","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","senior data analyst"
"4141",NA,"New York","Applecart","Data Engineer",40.6943,-73.9249,NA,NA,"Indeed","NY","quantitative data engineer, modeling team"
"4142",NA,"Manhattan","Darwin Recruitment","Data Scientist",40.7834,-73.9662,NA,NA,"Indeed","NY","cyber security data scientist"
"4143",NA,"New York","NYU Langone Health","Other",40.6943,-73.9249,NA,NA,"Indeed","NY","departmental secretary"
"4144",NA,"New York","NYU Langone Health","Research Analyst/Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","associate research coordinator"
"4145",NA,"New York","New York Life Insurance Co","Other",40.6943,-73.9249,NA,NA,"Indeed","NY","supplier diversity and data analysis associate"
"4146",NA,"New York","Service Employees International Union","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","research analyst"
"4147",NA,"New York","Diverse Lynx","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data scientist"
"4148",NA,"New York","JP Morgan Chase","Data Developer",40.6943,-73.9249,NA,NA,"Indeed","NY","data analytics embedded developer"
"4149",NA,"New York","Freshly","Data Engineer",40.6943,-73.9249,NA,NA,"Indeed","NY","data engineer"
"4150",NA,"New York","7Park Data","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","vp, data science"
"4151",NA,"Queens","DEPT OF HEALTH/MENTAL HYGIENE","Data Manager",40.7498,-73.7976,NA,NA,"Indeed","NY","data manager, viral hepatitis, bureau of communicable diseases"
"4152",NA,"New York","Goldman Sachs","Research Analyst/Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data intelligence - research & development engineer"
"4153",NA,"New York","Beeswax","Data Engineer",40.6943,-73.9249,NA,NA,"Indeed","NY","data engineer"
"4154",NA,"New York","Capital One","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","senior associate, data scientist"
"4155",NA,"New York","7Park Data","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","data analyst / engineer"
"4156",NA,"New York","Simons Foundation","Data Engineer",40.6943,-73.9249,NA,NA,"Indeed","NY","data visualization engineer"
"4157",NA,"New York","Simons Foundation","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","associate research scientist, machine learning & statistics, cca"
"4158",NA,"Manhattan","VISITING NURSE SERVICE OF NEW YORK","Data Analyst",40.7834,-73.9662,NA,NA,"Indeed","NY","statistical analyst"
"4159",NA,"New York","Facebook","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","applied research scientist, core machine learning"
"4160",NA,"New York","Viacom","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","sr. data scientist, audience science"
"4161",NA,"New York","NYU Langone Health","Research Analyst/Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","student research intern - cardiac arrest research"
"4162",NA,"New York","Via","Other",40.6943,-73.9249,NA,NA,"Indeed","NY","talent acquisition associate - sales"
"4163",NA,"New York","Blockstack","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","research scientist"
"4164",NA,"New York","DigitasLBi","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","analyst, data & analysis"
"4165",NA,"New York","IJC Associates","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","chief data scientist"
"4166",NA,"New York","Integral Ad Science","Data Engineer",40.6943,-73.9249,NA,NA,"Indeed","NY","data engineer"
"4167",NA,"New York","Seaport Global Holdings LLC","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","portfolio scientist"
"4168",NA,"New York","Quentis Therapeutics, Inc","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","scientist"
"4169",NA,"New York","Sartorius Corporation","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","principal data scientist"
"4170",NA,"New York","Bloomberg","Research Analyst/Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","trading research quant"
"4171",NA,"New York","Casper","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","analyst, data & analytics"
"4172",NA,"New York","NYU Langone Health","Other",40.6943,-73.9249,NA,NA,"Indeed","NY","parentcorps educator"
"4173",NA,"New York","Facebook","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","research scientist (ai)"
"4174",NA,"New York","Bank of America","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","aso/ vp- junior research analyst"
"4175",NA,"New York","Koneksa Health","Statistician",40.6943,-73.9249,NA,NA,"Indeed","NY","statistician"
"4176",NA,"New York","Sartorius","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","principal data scientist"
"4177",NA,"New York","S.C. International","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data scientist"
"4178",NA,"New York","Source One","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","data analyst"
"4179",NA,"New York","Simons Foundation","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","research scientist, cca"
"4180",NA,"New York","Butterfly Network","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","machine learning research scientist"
"4181",NA,"New York","Refinery29","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","research analyst, r29 intelligence"
"4182",NA,"New York","Amazon.com","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","senior research scientist"
"4183",NA,"New York","Reorg Research","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","senior data scientist"
"4184",NA,"New York","NYU Langone Health","Other",40.6943,-73.9249,NA,NA,"Indeed","NY","fgp sec i-intake/sched (35)"
"4185",NA,"New York","Facebook","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","research scientist, machine learning (phd university grad)"
"4186",NA,"New York","Insticator Inc","Data Engineer",40.6943,-73.9249,NA,NA,"Indeed","NY","data engineer"
"4187",NA,"Manhattan","EcoHealth Alliance","Data Scientist",40.7834,-73.9662,NA,NA,"Indeed","NY","research scientist"
"4188",NA,"New York","Getty Images","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","senior data scientist"
"4189",NA,"New York","Averity","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data scientist (online media)"
"4190",NA,"New York","Quartet","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","senior data scientist, evaluations"
"4191",NA,"New York","Big Cloud","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data scientist - marketing - new york"
"4192",NA,"New York","Open Systems Technologies, Inc.","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data scientist"
"4193",NA,"New York","Balyasny","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","investment data analyst"
"4194",NA,"New York","Drug Policy Alliance","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","researcher and quantitative analyst"
"4195",NA,"New York","Amazon.com","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","sr. applied scientist"
"4196",NA,"New York","JP Morgan Chase","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","cib chief data science office-data scientist â vp - new york"
"4197",NA,"New York","DigitasLBi","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","senior data scientist"
"4198",NA,"New York","NYU Langone Health","Other",40.6943,-73.9249,NA,NA,"Indeed","NY","admitting representative"
"4199",NA,"New York","Annalect","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","senior data scientist (2018035)"
"4200",NA,"New York","KDR recruitment","Data Engineer",40.6943,-73.9249,NA,NA,"Indeed","NY","data engineer"
"4201",NA,"New York","TMP Worldwide","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data science engineer"
"4202",NA,"New York","Simons Foundation","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","research scientist, genomics"
"4203",NA,"New York","Columbia University","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","postdoctoral research scientist"
"4204",NA,"New York","NYU Langone Health","Research Analyst/Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","research coordinator"
"4205",NA,"New York","Weight Watchers International","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","senior data scientist"
"4206",NA,"New Hyde Park","Northwell Health","Data Analyst",40.7324,-73.6857,NA,NA,"Indeed","NY","data research analyst"
"4207",NA,"New York","Twitter","Machine Learning Engineer",40.6943,-73.9249,NA,NA,"Indeed","NY","machine learning"
"4208",NA,"Queens","DEPT OF HEALTH/MENTAL HYGIENE","Other",40.7498,-73.7976,NA,NA,"Indeed","NY","fulfillment data specialist, bureau of alcohol and drug use prevention, care, and treatment"
"4209",NA,"New York","Columbia University","Data Assistant",40.6943,-73.9249,NA,NA,"Indeed","NY","administrative assistant"
"4210",NA,"New York","AppNexus","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","vp, data science"
"4211",NA,"New York","Gro Intelligence","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","senior quantitative scientist"
"4212",NA,"New York","Simons Foundation","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","associate research scientist, cca"
"4213",NA,"New York","IBM","Data Engineer",40.6943,-73.9249,NA,NA,"Indeed","NY","machine learning engineer"
"4214",NA,"New York","New York Genome Center","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","associate scientist"
"4215",NA,"Brooklyn","FIRE DEPARTMENT","Data Analyst",40.6501,-73.9496,NA,NA,"Indeed","NY","diversity & inclusion data analyst"
"4216",NA,"Secaucus","The Children's Place","Data Analyst",40.7809,-74.0662,NA,NA,"Indeed","NJ","digital data scientist - marketing analyst"
"4217",NA,"New York","Mount Sinai","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","data analyst ii, oncological sciences"
"4218",NA,"New York","New Amsterdam Partners LLC","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","quantitative investment analyst"
"4219",NA,"Palisades","Columbia University","Data Scientist",41.0112,-73.9135,NA,NA,"Indeed","NY","research scientist"
"4220",NA,"New York","Bloomingdale's","Data Manager",40.6943,-73.9249,NA,NA,"Indeed","NY","manager, data science & analytics: bloomingdale's new york, ny"
"4221",NA,"Manhattan","DEPT OF ENVIRONMENT PROTECTION","Other",40.7834,-73.9662,NA,NA,"Indeed","NY","geologist"
"4222",NA,"Newark","Rutgers University","Data Scientist",40.7242,-74.1724,NA,NA,"Indeed","NJ","basic scientist"
"4223",NA,"New York","AIG","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","deep learning scientist"
"4224",NA,"New York","Medidata Solutions","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","technology operation intelligence analyst"
"4225",NA,"New York","Harry's","Data Engineer",40.6943,-73.9249,NA,NA,"Indeed","NY","staff engineer, data"
"4226",NA,"New York","Ayasdi","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","senior data scientist (financial services)"
"4227",NA,"New York","NYU Langone Health","Other",40.6943,-73.9249,NA,NA,"Indeed","NY","secretary i"
"4228",NA,"New York","The Helmsley Charitable Trust","Data Developer",40.6943,-73.9249,NA,NA,"Indeed","NY","associate program officer, crohnâs disease"
"4229",NA,"Union","Bed Bath & Beyond","Data Scientist",NA,NA,NA,NA,"Indeed","NJ","sr. data scientist"
"4230",NA,"New York","NYU Langone Health","Research Analyst/Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","research coordinator - addictive disorders"
"4231",NA,"New York","Oath Inc","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","tumblr: sr. data scientist (analytics)"
"4232",NA,"New York","Civic Hall","Other",40.6943,-73.9249,NA,NA,"Indeed","NY","marketing and welcome desk associate"
"4233",NA,"New York","Microsoft","Other",40.6943,-73.9249,NA,NA,"Indeed","NY","data & ai architect"
"4234",NA,"New York","Goldman Sachs","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","personal financial management - chief data scientist - vice president - new york city"
"4235",NA,"New York","Averity","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data scientist - technology"
"4236",NA,"New York","SRS Investment Management","Data Engineer",40.6943,-73.9249,NA,NA,"Indeed","NY","python data engineer"
"4237",NA,"New York","JP Morgan Chase","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data scientist â cib chief data science office - vp"
"4238",NA,"Manhattan","DEPT OF HEALTH/MENTAL HYGIENE","Data Analyst",40.7834,-73.9662,NA,NA,"Indeed","NY","research analyst & survey coordinator, world trade center health registry"
"4239",NA,"New York","Averity","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data scientist - hedge fund"
"4240",NA,"New York","Averity","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data scientist for technology start-up"
"4241",NA,"New York","NIKE INC","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","senior research data scientist"
"4242",NA,"New York","JP Morgan Chase","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data scientist - global research & data analytics - vp"
"4243",NA,"Manhattan","DEPT OF HEALTH/MENTAL HYGIENE","Research Analyst/Scientist",40.7834,-73.9662,NA,NA,"Indeed","NY","researcher"
"4244",NA,"New York","Farfetch","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","senior data scientist"
"4245",NA,"New York","ACLU","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","data reporting analyst"
"4246",NA,"Jersey City","fractalanalytics","Data Scientist",40.7161,-74.0683,NA,NA,"Indeed","NJ","sr. data scientist"
"4247",NA,"New York","The Hagan-Ricci Group, Inc.","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data scientist / signal researcher"
"4248",NA,"New York","NBCUniversal","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","fall 2018 internship, data science practica (new york, ny)"
"4249",NA,"New York","Columbia University","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","data analyst - cardiology"
"4250",NA,"New York","Gallup","Data Engineer",40.6943,-73.9249,NA,NA,"Indeed","NY","data engineer"
"4251",NA,"Jersey City","Fractal Analytics","Data Scientist",40.7161,-74.0683,NA,NA,"Indeed","NJ","sr. data scientist"
"4252",NA,"New York","JP Morgan Chase","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","quantum computing scientist"
"4253",NA,"New York","Foursquare","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","staff research scientist"
"4254",NA,"New York","Slice","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","senior data scientist (sales & restaurant network)"
"4255",NA,"New York","BARK","Other",40.6943,-73.9249,NA,NA,"Indeed","NY","vice president of data & analytics"
"4256",NA,"New York","Two Sigma Investments, LLC.","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","data research and acceleration analyst"
"4257",NA,"New York","Columbia University","Data Technician",40.6943,-73.9249,NA,NA,"Indeed","NY","short term casual - computational technology"
"4258",NA,"New York","NYU Langone Health","Data Developer",40.6943,-73.9249,NA,NA,"Indeed","NY","program associate"
"4259",NA,"New York","Brown Brothers Harriman","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data scientist senior"
"4260",NA,"New York","Nautilus Labs","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","lead data scientist"
"4261",NA,"New York","Freestar","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","vp, data science"
"4262",NA,"New York","NYU Langone Health","Other",40.6943,-73.9249,NA,NA,"Indeed","NY","credentials associate"
"4263",NA,"New York","Bluecore","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","senior data scientist"
"4264",NA,"Brooklyn","FIRE DEPARTMENT","Data Scientist",40.6501,-73.9496,NA,NA,"Indeed","NY","city research scientist- risk"
"4265",NA,"New York","JP Morgan Chase","Data Engineer",40.6943,-73.9249,NA,NA,"Indeed","NY","crypto engineer âroar data"
"4266",NA,"New York","BNP Paribas","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","vice president/ assistant vice president - machine learning specialist (data scientist)"
"4267",NA,"New York","International Flavors and Fragrances","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","associate scientist"
"4268",NA,"New York","Facebook","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","visiting scientist (ai)"
"4269",NA,"New York","JLL","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","research data analyst"
"4270",NA,"New York","IBM","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","senior data scientist & machine learning engineer"
"4271",NA,"New York","S&P Global","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","senior data scientist"
"4272",NA,"Newark","Prudential","Data Scientist",40.7242,-74.1724,NA,NA,"Indeed","NJ","senior data scientist"
"4273",NA,"New York","WeWork Global Technology","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","data analyst"
"4274",NA,"New York","New York Life Insurance Co","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","senior data scientist"
"4275",NA,"New York","DigitasLBi","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","analyst, data and analysis"
"4276",NA,"New York","DigitasLBi","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","analyst, data & analysis (social analytics)"
"4277",NA,"Brooklyn","2U","Data Scientist",40.6501,-73.9496,NA,NA,"Indeed","NY","machine learning engineer, data science"
"4278",NA,"Manhattan","DEPT OF HEALTH/MENTAL HYGIENE","Data Scientist",40.7834,-73.9662,NA,NA,"Indeed","NY","environmental scientist, bureau of environmental surveillance and policy"
"4279",NA,"New York","Memorial Sloan Kettering","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","sr. data scientist"
"4280",NA,"New York","Adaptive Management","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","data research analyst"
"4281",NA,"Manhattan","DEPT OF INFO TECH & TELECOMM","Data Engineer",40.7834,-73.9662,NA,NA,"Indeed","NY","data engineer"
"4282",NA,"New York","BlackRock","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data scientist - site reliability engineering"
"4283",NA,"New York","Schireson","Data Analyst",40.6943,-73.9249,NA,NA,"Indeed","NY","data analyst"
"4284",NA,"New York","Tremor Video DSP","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","senior data scientist"
"4285",NA,"New York","Engage Partners","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data scientist"
"4286",NA,"New York","Aetna","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","lead data scientist"
"4287",NA,"New York","App Info","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","data scientist- enterprise product analytics"
"4288",NA,"New York","OPCOM","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","image scientist"
"4289",NA,"New York","Memorial Sloan Kettering","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","ops research engineer/data scientist"
"4290",NA,"New York","PepsiCo","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","ecommerce data science & machine learning specialist"
"4291",NA,"New York","Mount Sinai Health System","Data Engineer",40.6943,-73.9249,NA,NA,"Indeed","NY","data engineer python & spark"
"4292",NA,"New York","Socure","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","senior data scientist"
"4293",NA,"Port Washington","Pall","Data Scientist",40.8268,-73.6764,NA,NA,"Indeed","NY","data scientist iot-sha000706"
"4294",NA,"New York","Environmental Defense Fund","Other",40.6943,-73.9249,NA,NA,"Indeed","NY","strategic relationship management data associate"
"4295",NA,"New York","Ipsos North America","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","behavioral scientist"
"4296",NA,"Staten Island","People With Developmental Disabilities, Office for","Data Scientist",40.5834,-74.1496,NA,NA,"Indeed","NY","research scientist 1 / eoa# 2018-37"
"4297",NA,"New York","Aetna","Data Scientist",40.6943,-73.9249,NA,NA,"Indeed","NY","sr data scientist"
